"007AC9","144.76.87.119","n8g1.007ac9.net"," GERMANY ","Unknown","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","144.76.90.230","n6g1.007ac9.net"," GERMANY ","Unknown","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","5.9.82.183","n2g1.007ac9.net","Germany","","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","144.76.85.195","n5g1.007ac9.net"," GERMANY ","Unknown","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","148.251.246.244","n19g1.007ac9.net","Germany","","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","5.9.176.252","n11g1.007ac9.net","Germany","","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","78.46.105.91","n10g1.007ac9.net"," GERMANY "," Berlin","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","144.76.90.247","n7g1.007ac9.net"," GERMANY ","Unknown","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","5.9.82.194","n3g1.007ac9.net","Germany","","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","148.251.236.105","n20g1.007ac9.net","Germany","","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","144.76.85.241","n4g1.007ac9.net"," GERMANY ","Unknown","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","5.9.102.12","n13g1.007ac9.net","Germany","","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","144.76.195.72","n18g1.007ac9.net"," GERMANY ","Unknown","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","5.9.102.13","n12g1.007ac9.net","Germany","","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","144.76.195.75","n17g1.007ac9.net"," GERMANY ","Unknown","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","144.76.195.73","n16g1.007ac9.net"," GERMANY ","Unknown","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","78.46.106.112","n9g1.007ac9.net","Germany","Nuremberg","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","144.76.195.74","n15g1.007ac9.net","Germany","Gunzenhausen (Frickenfelden)","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"007AC9","144.76.195.119","n14g1.007ac9.net","Germany","Gunzenhausen (Frickenfelden)","007AC9","Mozilla/5.0 (compatible; 007ac9 Crawler; http://crawler.007ac9.net/)"
"008/0.71","64.125.222.19","64.125.222.19.IPYX-103455-003-ZYO.zip.zayo.com"," UNITED STATES ","Unknown","008","Mozilla/5.0 (compatible; 80bot/0.71; http://www.80legs.com/spider.html;) Gecko/2008032620"
"008/0.83","12.118.188.126","12.118.188.126"," UNITED STATES "," New York, NY","008","Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620"
"008/0.83","138.88.209.58","pool-138-88-209-58.res.east.verizon.net"," UNITED STATES ","Unknown","008","Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620"
"008/0.83","141.149.175.202","pool-141-149-175-202.bos.east.verizon.net"," UNITED STATES ","Unknown","008","Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620"
"008/0.83","151.197.27.208","pool-151-197-27-208.phil.east.verizon.net"," UNITED STATES "," Philadelphia, PA","008","Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620"
"008/0.83","151.200.61.242","pool-151-200-61-242.res.east.verizon.net"," UNITED STATES "," Rockville, MD","008","Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620"
"008/0.83","162.84.162.16","pool-162-84-162-16.ny5030.east.verizon.net"," UNITED STATES ","Unknown","008","Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620"
"008/0.83","173.10.92.250","173-10-92-250-busname-washington.hfc.comcastbusiness.net","United States","Renton","008","Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620"
"008/0.83","173.160.51.125","173-160-51-125-colorado.hfc.comcastbusiness.net","United States","Denver","008","Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620"
"008/0.83","173.17.107.46","173-17-107-46.client.mchsi.com","United States","Santa Rosa Beach","008","Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620"
"008/0.83","173.3.85.65","ool-ad035541.dyn.optonline.net","United States","Hicksville","008","Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620"
